a|u|rapta|rupta|unknown
y|i|Hierosolymorum|Hierosolimorum|y
portatu|ortatu|portatu|ortatu|unknown
iceretur|ceretur|coniiceretur|coniceretur|unknown
m|n|commodum|conmodum|unknown
c|t|pronunciatur|pronuntiatur|tc
y|i|Hierusolymis|Hierusolimis|y
o|e|primo|prime|unknown
iamque|mque|gratiamque|gratmque|unknown
t|nt|fuerat|fuerant|unknown
uius|iueus|auidus|aiudeus|unknown
hodum|odum|Rhodum|Rodum|unknown
hraciam|raciam|Thraciam|Traciam|unknown
i|e|mensis|menses|unknown
h|t|Othone|Ottone|unknown
U|B|Uitellio|Bitellio|unknown
um||omnium|omni|unknown
y|i|Hierusolymorum|Hierusolimorum|y
o|a|eodem|eadem|unknown
m|n|tamquam|tanquam|unknown
iiano|eliano|Emiliano|Emelliano|unknown
truxit|struxit|extruxit|exstruxit|unknown
e|a|senatum|sanatum|unknown
e|i|relegatus|religatus|unknown
t|c|exitiabilis|exiciabilis|tc
ieliones|eiiones|uispelliones|uespiliones|unknown
octauo|VIII|octauo|VIII|unknown
|m|eucharistia|eucharistiam|unknown
m|n|immersus|inmersus|unknown
eimum|isimum|quingentesimum|quingentissimum|unknown
IV|quattuor|IV|quattuor|unknown
e|a|cuiusdem|cuiusdam|unknown
d|m|administrauit|amministrauit|unknown
a,|o|Carduenos,|Corduenos|unknown
phratem,|fratem|Euphratem,|Eufratem|unknown
Seleuciam|Eleuciam|Seleuciam|Eleuciam|unknown
sem|em|classem|clasem|unknown
lico|ico|illico|ilico|unknown
t|c|seditionem|sedicionem|tc
eon|on|Simeon|Simon|unknown
he|e|Cleophe|Cleope|unknown
y|i|Hierusolymorum|Hierusolimorum|y
hie|ee|Antiochie|Antiocee|unknown
och|chi|Antiocho|Antichio|unknown
e|i|maleuolis|maliuolis|unknown
emniis|lempniis|solemniis|sollempniis|unknown
s|e|facistis|facietis|unknown
e|i|ualetudines|ualitudines|unknown
hil|chil|nihil|nichil|ch
tatis|alitatis|libertatis|liberalitatis|unknown
a|o|peragenda|peragendo|unknown
m|n|immunitates|inmunitates|unknown
m||Seleuciam|Seleucia|unknown
sex|VI|sex|VI|unknown
quod|et|quod|et|unknown
memorie|iniemore|memorie|iniemore|unknown
Elius|Helius|Elius|Helius|unknown
dem|am|Idem|Iam|unknown
y|i|Hierusolymam|Hierusolimam|y
Eliam|Heliam|Eliam|Heliam|unknown
oy|ui|Hierosolyme|Hierusolime|unknown
tr|ct|rethores|rechotes|unknown
us|hus|Marcus|Marchus|unknown
Xistus|Christus,|Xistus|Christus,|unknown
tur|ntur|susciperetur|susciperentur|unknown
eris|teris|literis|litteris|unknown
tationem|ationem|salutationem|saluationem|unknown
y|i|martyrum|martirum|y
esphorus|lesphorus|Thelesphorus|Thellesphorus|unknown
emniis|lempniis|solemniis|sollempniis|unknown
d|t|ebdomadibus|ebdomatibus|unknown
um|e|tertium|tertie|unknown
m||crucem|cruce|unknown
nus|us|Antoninus|Antonius|unknown
a,|is|heresiarcha,|heresiarchis|unknown
no|o|Antonino|Antonio|unknown
ni|i|Antonini|Antonii|unknown
Higinius|Iginus|Higinius|Iginus|unknown
polonius|olonius|Appollonius|Apollonius|unknown
y|i|martyrio|martirio|y
nicet|gniti|Anicetus|Agnitius|unknown
DCCCCX|CMX|DCCCCX|CMX|unknown
us|hus|Marcus|Marchus|unknown
VIIII|IX|XVIIII|XIX|unknown
d|m|administrauerunt|amministrauerunt|unknown
u|a|rebellauerunt|rebellauerant|unknown
runt|uerunt|triumpharunt|triumphauerunt|unknown
y|i|martyrium|martirium|y
e|i|laudare|laudari|unknown
hausto|austo|exhausto|exausto|unknown
i|e|largitionis|largitiones|unknown
et|ac|et|ac|unknown
us|atus|magnificus|magnificatus|unknown
ibuise|hibuise|exibuisse|exhibuisse|unknown
erioresque|ioresque|seuerioresque|seuioresque|unknown
VIII|octauo|VIII|octauo|unknown
y|i|paranymphis|paranimphis|y
y|i|martyrio|martirio|y
ius||Eleutherius|Eleuther|unknown
y|i|martyrio|martirio|y
leu|ule|Eleutherium|Euletherium|unknown
o,|a|Ieropoli,|Ierapoli|unknown
y|i|Dionysius|Dionisius|y
het|eth|rhetor|rethor|unknown
y|i|Smyrneus|Smirneus|y
e|is|incarnatione|incarnationis|unknown
heatro|eatro|amphitheatro|amphiteatro|unknown
o,|u|senatusconsulto,|senatusconsultu|unknown
c|t|Theodocion|Theodotion|tc
IV|CIV|CLXIV|CLXCIV|unknown
us|e|generus|genere|unknown
per|,|per|,|unknown
d|m|administrationem|amministrationem|unknown
y|i|tyrannidem|tirannidem|y
y|i|Hierusolymorum|Hierusolimorum|y
y|i|Bachylus|Bachilus|y
bus||duobus|duo|unknown
leu|ule|Eleuther|Eulether|unknown
nd|dn|sinodicam|sidonicam|unknown
e|a|Pescennium|Pascennium|unknown
us|i|Albinus|Albini|unknown
|m|Pertinace|Pertinacem|unknown
u|o|uallu|uallo|unknown
lia|ia|millia|milia|double
machus|achus|Symmachus|Symachus|unknown
a|e|Caracalla|Carecalla|unknown
|m|libidine|libidinem|unknown
tlianus|cianus|Tertullianus|Terculianus|unknown
s|x|Calistus|Calixtus|unknown
t|c|Domitio|Domicio|tc
yemale|hyemale|yemale|hyemale|unknown
t|d|item|idem|unknown
filius|ofilius|filius|ofilius|unknown
E|A|Edesse|Adesse|unknown
Heliogabali|Eliogabali|Heliogabali|Eliogabali|unknown
,|erat|,|erat|unknown
m||industriam|industria|unknown
lixtum|ixtum|Callixtum|Calixtum|unknown
m|n|Xersem|Xersen|unknown
ss|cn|assessore|ascensore|unknown
tonem|mnem|moderationem|moderaminem|unknown
ut|oc|Moguntiacum|Mogonciacum|unknown
hiam|iam|Antiochiam|Antiociam|h
us|i|Romanus|Romani|unknown
natus|pnatus|damnatus|dampnatus|unknown
herus|erus|Antherus|Anterus|unknown
herum|erum|Antherum|Anterum|unknown
hrisma|risma|Chrisma|Crisma|h
|s|gesta|gestas|unknown
terti|quart|tertius|quartus|unknown
nte|tore|imperante|imperatore|unknown
t|sset|fuit|fuisset|unknown
phratem|fraten|Euphratem|Eufraten|unknown
o|a|Athenodorum|Athenadorum|unknown
s|r|Nicanos|Nicanor|unknown
phraten|fraten|Euphraten|Eufraten|unknown
n|m|incolumen|incolumem|unknown
a|o|ea|eo|unknown
mento|ento|commento|comento|unknown
i|y|Epicurum|Epycurum|y
y|i|Ieronymus|Ieronimus|y
comemoret|meorat|commemoret|memorat|unknown
bus||duobus|duo|unknown
bus||duobus|duo|unknown
m|s|tantum|tantus|unknown
i|u|sint|sunt|unknown
o|u|consulto|consultu|unknown
Ostiensi|Hostiensi|Ostiensi|Hostiensi|h
natus|pnatus|damnatus|dampnatus|unknown
o|i|Anno|Anni|unknown
a|e|a|e|unknown
c|t|incentor|intentor|tc
in|ar|quintus|quartus|unknown
natus|pnatus|damnatus|dampnatus|unknown
o|a|ob|ab|unknown
a|o|qua|quo|unknown
y|i|Porphyrio|Porphirio|y
f|s|defererent|desererent|unknown
is|atis|sacris|sacratis|unknown
i|y|Xistus|Xystus|y
e|i|cemeterio|cimeterio|unknown
e|a|Rome|Roma|unknown
iam|es|penitentiam|penitentes|unknown
ochias|rochias|parochias|parrochias|unknown
U|B|Uolusianus|Bolusianus|unknown
hil|chil|nihil|nichil|ch
c|t|pestilencia|pestilentia|tc
U|B|Uolusiano|Bolusiano|unknown
y|i|Dionysius|Dionisius|y
lienus|ienus|Gallienus|Galienus|unknown
a,|u|eam,|eum|unknown
lico|ico|illico|ilico|unknown
natione|pnatione|damnatione|dampnatione|unknown
lienus|ienus|Gallienus|Galienus|unknown
ominanda|hominanda|abominanda|abhominanda|unknown
iebantur|abantur|assentiebantur|assentabantur|unknown
huntur|untur|inuehuntur|inueuntur|unknown
tur|ntur|deletur|delentur|unknown
y|i|tyranni|tiranni|y
|m|misericordia|misericordiam|unknown
Genuus|Eugenius|Genuus|Eugenius|unknown
t|c|Maguntiam|Magunciam|tc
m|n|Postumii|Postunii|unknown
cra|elc|creatus|electus|unknown
t|c|Odenathum|Odenachum|tc
Ctesifontem|Actesifontem|Ctesifontem|Actesifontem|unknown
t|c|Odenatho|Odenacho|tc
lienus|ienus|Gallienus|Galienus|unknown
serabli|rabil|miserabili|mirabili|unknown
i|y|Martirum|Martyrum|y
i|y|martirio|martyrio|y
t|r|Pretextati|Pretextari|unknown
ae|e|quae|que|ae
s|r|appellatus|appellatur|unknown
y,|i|Illyricum,|Illiricum|unknown
haud|aut|haud|aut|unknown
u|o|lacu|laco|unknown
y|i|sylua|silua|y
yeus|ipeus|clypeus|clippeus|unknown
y|i|Syrmium|Sirmium|y
hetr|ethl|rhetoricam|retholicam|unknown
us|inus|Quintillus|Quintillinus|unknown
m|n|immodici|inmodici|unknown
s|is|propensiors|propensioris|unknown
nb|bn|Zenobiam|Zeboniam|unknown
t|c|Odenatho|Odenacho|tc
nb|bn|Zenobia|Zebonia|unknown
n|u|monens|mouens|unknown
s|m|Marcus|Marcum|unknown
episcou|archieicopus|episcopus|archiepiscopus|unknown
i|y|martirio|martyrio|y
olius|holius|Anatolius|Anatholius|unknown
e|i|Laodicee|Laodicie|unknown
um|o|Aurelianum|Aureliano|unknown
liate|taem|ciuilitate|ciuitatem|unknown
o|u|Laodicenos|Laudicenos|unknown
|d|quo|quod|unknown
|I|MXXXVIII|MXXXVIIII|unknown
c|t|nunciato|nuntiato|tc
Ctesifontem|Acthesifontem|Ctesifontem|Acthesifontem|unknown
u|a|lectulu|lectula|unknown
m|n|impulsus|inpulsus|unknown
y|i|Illyrico|Illirico|y
I|Y|Italia|Ytalia|y
min|nor|hominibus|honoribus|unknown
e|i|Diocletiano|Dioclitiano|unknown
e|i|Diocletiani|Dioclitiani|unknown
t|nt|esset|essent|unknown
y|i|accolytus|accolitus|y
e|i|Diocletiani|Dioclitiani|unknown
y|i|cryptis|criptis|y
roiecto,|iecto|Proiecto,|Piecto|unknown
parsimonie|sparsimonie|parsimonie|sparsimonie|unknown
II,||CCLXXXVII,|CCLXXXV|unknown
t|c|Dalmatia|Dalmacia|tc
cione|tentione|concione|contentione|unknown
Elianus|Helianus|Elianus|Helianus|unknown
Uan|Acu|Uacandas|Accaudas|unknown
restium|grestium|agrestium|aggrestium|unknown
ur|rn|seuere|serene|unknown
c|t|suspicionem|suspitionem|tc
i|e|negligentia|neglegentia|unknown
os|ias|Britannos|Britannias|unknown
y|i|Egypto|Egipto|y
e|i|Diocletianus|Dioclitianus|unknown
e|i|Herculeum|Herculium|unknown
e|i|Herculei|Herculii|unknown
e|i|Diocletiani|Dioclitiani|unknown
ecti|lecti|Alecti|Allecti|unknown
ectus|lectus|Alectus|Allectus|unknown
anis|manis|Alamannis|Alammannis|unknown
a|o|secuta|secuto|unknown
e|i|Diocletianus|Dioclitianus|unknown
y|i|Egyptum|Egiptum|y
a|o|tertia|tertio|unknown
aras|haras|Carras|Charras|unknown
isis|misis|amissis|ammissis|unknown
e|i|Diocletianum|Dioclitianum|unknown
V|quattuor|V|quattuor|unknown
y,|i|Illyricum,|Illiricum|unknown
esiam|oesiam|Mesiam|Moesiam|unknown
m|n|immensam|inmensam|unknown
e|i|Diocletiano|Dioclitiano|unknown
re||dispersere|disperse|unknown
e|i|Diocletianus|Dioclitianus|unknown
ertisimus|lertisimus|solertissimus|sollertissimus|unknown
|m|forma|formam|unknown
heserat|exerat|inheserat|inexerat|unknown
i|u|procliuis|procliuus|unknown
n|u|senioribus|seuioribus|unknown
e|i|Diocletianus|Dioclitianus|unknown
o|a|quamobrem|quamabrem|unknown
y|i|lacrymis|lacrimis|y
f,|s|feriatim,|seriatim|unknown
e,|i|Diocletianum,|Dioclitianum|unknown
ille|Petrus|ille|Petrus|unknown
e|i|Diocletianus|Dioclitianus|unknown
ochias|rochias|parochias|parrochias|unknown
herimam|erimam|pulcherrimam|pulcerrimam|unknown
elli|i|Marcelli|Marci|unknown
t|c|Mauritius|Mauricius|tc
uiu|iui|cuius|ciuis|unknown
e|ius|ipse|ipsius|unknown
e|i|Diocletianus|Dioclitianus|unknown
e|i|Diocletianus|Dioclitianus|unknown
num|um|annum|anum|unknown
e|i|Diocletianus|Dioclitianus|unknown
haud|aut|haud|aut|unknown
e,|i|Herculeo,|Herculio|unknown
tandum|ptandum|temtandum|temptandum|unknown
y|i|Illyricum|Illiricum|y
|c|a|ac|unknown
e|i|Diocletiani|Dioclitiani|unknown
d|m|administrationem|amministrationem|unknown
inum|um|Maximinum|Maximum|unknown
m|s,|Seuerum|Seuerus,|unknown
y|i|Illyrico|Illirico|y
d:|g|madii:|magii|unknown
quinta|V|quinta|V|unknown
henus|enus|Antiochenus|Antiocenus|unknown
himotheus|imotheus|Thimotheus|Timotheus|unknown
atissimus|issimus|exoptatissimus|exoptissimus|unknown
o|e|moderator|mederator|unknown
effectus|creatus|effectus|creatus|unknown
s|r|creatus|creatur|unknown
s|x|Masentio|Maxentio|unknown
a|e|uaria|uarie|unknown
c|t|pronunciant|pronuntiant|tc
citharum|itharum|Scitharum|Sitharum|unknown
nt|t|uastauerant|uastauerat|unknown
m|s|episcopum|episcopus|unknown
i|y|historia|hystoria|y
a|e|tripartita|tripertita|unknown
horet|oret|abhorret|aborret|unknown
na|a|Nicena|Nicea|unknown
,|m|Constantinopoli,|Constantinopolim|unknown
y|i|Bythinie|Bithinie|y
octo|uiii|octo|uiii|unknown
nauerunt|pnauerunt|damnauerunt|dampnauerunt|unknown
ducentos|cc|ducentos|cc|unknown
hrisma|risma|chrisma|crisma|h
naretur|pnaretur|condemnaretur|condempnaretur|unknown
contra|ante|contra|ante|unknown
y|i|syndone|sindone|y
|t|desiderare|desideraret|unknown
|s|die|dies|unknown
triginta|XXX|triginta|XXX|unknown
ione|ore|persecutione|persecutore|unknown
haud|aut|haud|aut|unknown
eris|teris|literis|litteris|unknown
dem||eodem|eo|unknown
inutlis,|utils|inutilis,|utilis|unknown
surgentem|trinctum|assurgentem|astrinctum|unknown
t|c|deditionem|dedicionem|tc
e|is|nefarie|nefariis|unknown
t|c|seditionem|sedicionem|tc
pi|fc|punitionem|functionem|unknown
m||nullam|nulla|unknown
s|x|espers|expers|unknown
y|i|Cypro|Cipro|y
|m|dispositam|dispositamm|unknown
IV|quattuor|IV|quattuor|unknown
hastas|astas|hastas|astas|unknown
is|a|gestis|gesta|unknown
na|pna|columna|columpna|unknown
r|i|labro|labio|unknown
rgento|uro|argento|auro|unknown
m|t|Baptismam|Baptistam|unknown
nt|t|pensant|pensat|unknown
herium|erium|Timiamatherium|Timiamaterium|unknown
hiacyntnis|iacinths|hiacyntinis|iacinthis|unknown
b|p|obtulit|optulit|unknown
y|i|Cypro|Cipro|y
i|e|uitineas|uiteneas|unknown
b|p|obtulit|optulit|unknown
y|i|Tyria|Tiria|y
e|o|Sessoriano|Sossoriano|unknown
mille|M|mille|M|unknown
b|p|obtulit|optulit|unknown
am|us|Augustam|Augustus|unknown
t|c|natalitiis|nataliciis|tc
um|a|baptismum|baptisma|unknown
ad|ue|ad|ue|unknown
o|i|Anno|Anni|unknown
t|c|Dalmatius|Dalmacius|tc
fc|st|infectacio|insectatio|unknown
c|t|inicio|initio|tc
c|t|Constancii|Constantii|tc
n|m|inperatorie|imperatorie|unknown
|n|Homousio|Homousion|unknown
rorum|ntorum|Treuerorum|Treuentorum|unknown
c|t|potencialiter|potentialiter|tc
r|t|declararum|declaratum|unknown
i|y|martirio|martyrio|y
nus|us|Constantinus|Constantius|unknown
tione,|ctione|seditione,|sedictione|unknown
m||pugnam|pugna|unknown
t|c|Magnentii|Magnencii|tc
t|c|Magnentius|Magnencius|tc
raionem|eronem,|Uetranionem|Ueternonem,|unknown
u|o|iucundum|iocundum|unknown
tus|ctus|inuitus|inuictus|unknown
t|c|Magnentium|Magnencium|tc
t|c|Nepotianus|Nepocianus|tc
octauo|septimo|octauo|septimo|unknown
t|c|Magnentianis|Magnencianis|tc
latum|mlatum|circulatum|circumlatum|unknown
a|o|Romanarum|Romanorum|unknown
t|c|Magnentius|Magnencius|tc
dem||eiusdem|eius|unknown
hiantem|iantem,|inhiantem|iniantem,|unknown
heno|eno|Rheno|Reno|unknown
t|c|expeditione|expedicione|tc
um|i|inquietum|inquieti|unknown
i|y|Hilarius|Hylarius|y
Phrigia|Frigia|Phrigia|Frigia|unknown
Hierosolymis|Ierosolimis|Hierosolymis|Ierosolimis|unknown
o|a|oborto|aborto|unknown
pum|ipum|Philppum|Philippum|unknown
s|is|arbitris|arbitriis|unknown
o|i|bonos|bonis|unknown
nolentiam,|olentiam|Uinolentiam,|Uiolentiam|unknown
a,|ia|lasciua,|lasciuia|unknown
sationes|ationes|comessationes|comesationes|unknown
c,|t|nupcias,|nuptias|unknown
f|s|fororum|sororum|unknown
e|ie|philosophe|philosophie|unknown
uor|tuor|quatuor|quattuor|unknown
h|t|litheras|litteras|unknown
c|t|spacio|spatio|tc
haud|aut|haud|aut|unknown
rm|nn|armis|annis|unknown
y|i|tyrannis|tirannis|y
ti:|cti;|completi:|complecti;|unknown
um|e;|sumptuosum|sumptuose;|unknown
u|o|iucundos|iocundos|unknown
emnis|lemnis|solemniis|sollemniis|unknown
u|i|inductum|indictum|unknown
lacila|acila|Flaccilla|Faccilla|unknown
adio,|hadio|Arcadio,|Archadio|unknown
ee|ii|Cemeterio|Cimiterio|unknown
Hieronimus|Ieronimus|Hieronimus|Ieronimus|unknown
hystorie|ystorie|hystorie|ystorie|unknown
x|c|perduxit|perducit|unknown
o|i|Anno|Anni|unknown
adius|hadius|Arcadius|Archadius|unknown
i|a|fuerit|fuerat|unknown
i|e|Stiliconi|Stilicone|unknown
adius|hadius|Arcadius|Archadius|unknown
acuc,|bacuc|Abacuc,|Abbacuc|unknown
y|i|Catafrygas|Catafrigas|y
t|i|chrtstiana|christiana|unknown
empnia|lempnia|solempnia|sollempnia|unknown
horescens|orescens|perhorrescens|perorrescens|unknown
|m|militia|militiam|unknown
entiam|centiam|absentiam|abscentiam|unknown
t|d|At|Ad|unknown
e|i|hostes|hostis|unknown
nis|pnis|somnis|sompnis|mpn
c||Ac|A|unknown
t|c|deditionem|dedicionem|tc
d|b|Gildo|Gilbo|unknown
am|e|ipsam|ipse|unknown
ata|unda|secata|secunda|unknown
ntaret|mptaret|tentaret|temptaret|unknown
cytha|itha|Scytha|Sitha|unknown
,|deuouerat|,|deuouerat|unknown
lico|ico|illico|ilico|unknown
u||seu|se|unknown
f|s|finit|sinit|unknown
ritus|itus|Conterritus|Conteritus|unknown
ente|uente|urgente|urguente|unknown
dg|gd|Radagaisus|Ragadaisus|unknown
o|a|uilissimorum|uilissimarum|unknown
c|t|ac|at|tc
,|et|,|et|unknown
blice|lice|pubblice|publice|unknown
he|e|Pasche|Pasce|unknown
ctantur|tantur|coarctantur|coartantur|unknown
e|i|deuastat|diuastat|unknown
a|o|Data|Dato|unknown
e|i|possent|possint|unknown
erarent|tarent|temperarent|temptarent|unknown
t|c|conditionis|condicionis|tc
i|e|Accidit|Accedit|unknown
chantes|hantes|bacchantes|bachantes|unknown
sentum|rsentium|Basentum|Barsentium|unknown
lab|dol|labore|dolore|unknown
ulfum|hulfum|Athaulfum|Athahulfum|unknown
i|um|residui|residuum|unknown
iam|am|Galliam|Gallam|unknown
ulfus|hulfus|Athaulfus|Athahulfus|unknown
c|z|Barcilonem|Barzilonem|cz
Wandalorum|Guandalorum|Wandalorum|Guandalorum|unknown
o|um|imperio|imperium|unknown
tiueret|iseret|substitueret|subsisteret|unknown
Wandalos,|Guandalos|Wandalos,|Guandalos|unknown
inueire|maria|inuenire|marina|unknown
hamo|mio|Abrahamo|Abramio|unknown
sn|cs|dissensio|discessio|unknown
nt|t|sederent|sederet|unknown
ee|ii|cemeterio|cimiterio|unknown
y|i|tyrannus|tirannus|y
.|fuit|.|fuit|unknown
y|i|tyranno|tiranno|y
g|u|girum|uirum|unknown
ac|et|ac|et|unknown
um|num|Constantium|Constantinum|unknown
m|s|Galliam|Gallias|unknown
u|e|Arelatum|Arelatem|unknown
t|c|Gerontio|Geroncio|tc
Gt|Ic|Gerontius|Ieroncius|unknown
m|n|quemdam|quendam|unknown
l|b|Attalus|Attabus|unknown
co|tno|Constancio|Constantino|unknown
haginem|aginem|Carthaginem|Cartaginem|unknown
Hieronymum|Ieronimum|Hieronymum|Ieronimum|unknown
a|e|anima|anime|unknown
Walia|Uualia|Wallia|Uuallia|unknown
iam|am|Placidiam|Placidam|unknown
Wandali|Guandali|Wandali|Guandali|unknown
a|o|ea|eo|unknown
hil|l|nihil|nil|unknown
|m|obuia|obuiam|unknown
e|o|queque|quoque|unknown
e|um|facte|factum|unknown
unt||statuunt|statu|unknown
iam|am|Galliam|Gallam|unknown
ractus|tractus|subractus|subtractus|unknown
a|e|uita|uite|unknown
sdecim,|decim|tresdecim,|tredecim|unknown
e|i|cemiterio|cimiterio|unknown
Wandalorum|Guandalorum|Wandalorum|Guandalorum|unknown
Hispanis|Ispanis|Hispanis|Ispanis|unknown
e|i|relegauit|religauit|unknown
erarum|terarum|literarum|litterarum|unknown
VI|XVI,|LXVII|LXXVII,|unknown
Wandali|Guandali|Wandali|Guandali|unknown
uerunt|runt|deleuerunt|delerunt|unknown
lybitanus|bitanus|Lilybitanus|Libitanus|unknown
Scot|Goth|Scotos|Gothos|unknown
t|h|Scottorum|Scothorum|unknown
r|n|irrupto|inrupto|unknown
ium|um|Etium|Etum|unknown
g|c|uigesimo|uicesimo|unknown
hactenus|actenus|hactenus|actenus|unknown
anorum|tanorum,|Britannorum|Brittannorum,|unknown
|m|gente|gentem|unknown
os|a,|exceptos|excepta,|unknown
a|e|tempora|tempore|unknown
a|e|Roma|Rome|unknown
i|y|martiris|martyris|y
a|e|posita|posite|unknown
a|la|Attila|Attilla|unknown
y,|i|Illyricum,|Illiricum|unknown
y|i|Xystus|Xistus|y
Xys|Six|Xysto|Sixto|unknown
e|a|cathedre|cathedra|unknown
asus|lasus|Bassus|Blassus|unknown
emosinas|mosinas|eleemosinas|elemosinas|unknown
y|i|Tyburtina|Tiburtina|y
m||auctoritatem|auctoritate|unknown
dscribuntur|scribuntur|adscribuntur|ascribuntur|unknown
Wandalorum|Guandalorum|Wandalorum|Guandalorum|unknown
daric|rdari|Adaricus|Ardarius|unknown
Quadi|Squadi|Quadi|Squadi|unknown
c,|t|Turcilingi,|Turtilingi|unknown
manentes|anentes|commanentes|comanentes|unknown
moriciani|inoritiani|Armoriciani|Arinoritiani|unknown
),|,|),|,|unknown
e|a|cepit|capit|unknown
s|bus|direptionis|direptionibus|unknown
i|e|Brixiam|Brexiam|unknown
m,|n|Pergamum,|Perganum|unknown
chabantur|habantur|bacchabantur|bachabantur|unknown
c|s|discessum|dissessum|unknown
t|c|canitie|canicie|tc
e|u|mane|manu|unknown
aniam|taniam|Britanniam|Brittanniam|unknown
tdorenis|crensi|Altiodorensis|Alciorensis|unknown
orum|um|episcoporum|episcopum|unknown
eque|atque|eque|atque|unknown
aniam|taniam|Britanniam|Brittanniam|unknown
erent|issent|responderent|respondissent|unknown
i|y|sidera|sydera|y
m||aciem|acie|unknown
Boetium|Etium|Boetium|Etium|unknown
i|us|potentissimi|potentissimus|unknown
hactenus|actenus|hactenus|actenus|unknown
c|t|nuncio|nuntio|tc
b|p|obtinuit|optinuit|unknown
haginem|aginem|Carthaginem|Cartaginem|unknown
Wandali,|Guandali|Wandali,|Guandali|unknown
chantes|hantes|bacchantes|bachantes|unknown
ad|in|ad|in|unknown
ui|iu|Auitum|Aiutum|unknown
Wandalis|Guandalis|Wandalis|Guandalis|unknown
e|o|Theoderici|Theodorici|unknown
y|i|Pyrenei|Pirenei|y
Hierosolimam|Ierosolimam|Hierosolimam|Ierosolimam|unknown
Hilar|Ylari|Hilarus|Ylarius|unknown
m|n|helemosinis|helenosinis|unknown
y|i|crypta|cripta|y
b|p|obtinuisset|optinuisset|unknown
haud|aut|haud|aut|unknown
m|n|Ricimerem|Ricinerem|unknown
m|n|Ricimeris|Ricineris|unknown
m|n|Ricimer|Riciner|unknown
m|n|Ricimer|Riciner|unknown
y|i|Illyricum|Illiricum|y
,|rexisset|,|rexisset|unknown
omo|homo|tomo|thomo|unknown
tesque|ntesque|consonatesque|consonantesque|unknown
omo|homo|tomo|thomo|unknown
y|i|Cyro|Ciro|y
bit|psit|scribit|scripsit|unknown
yhen,|ien|Eutychen,|Euticen|unknown
i|y|historiam|hystoriam|y
Hilario|Ylario|Hilario|Ylario|unknown
c|t|Acacio|Acatio|tc
eicianistum|Ehicianistum|euticianistum|Euthicianistum|unknown
y|i|Scyrorum|Scirorum|y
b|p|obtinuisset|optinuisset|unknown
edram|hedram|catedram|cathedram|unknown
u|o,|episcopus|episcopos,|unknown
y|i|synodo|sinodo|y
s|m|sinodus|sinodum|unknown
a|e|pecunia|pecunie|unknown
o|u|pontificato|pontificatu|unknown
|que|liberauit|liberauitque|unknown
hychen|icen|Euthychen|Euticen|unknown
e|o|Theoderico|Theodorico|unknown
o|e|Theodoricus|Theodericus|unknown
Walamer|Uualamer|Walamer|Uualamer|unknown
te|nte|inquietate|inquietante|unknown
Gohrum|Asrgothorum|Gothorum|Astrogothorum|unknown
is|si|nouisismeque|nouissimeque|unknown
o|e|Theodoricus|Theodericus|unknown
Wandalorum|Guandalorum|Wandalorum|Guandalorum|unknown
it|tam|affecit|affectam|unknown
n|m|innumeris|inmumeris|unknown
y|i|stylo|stilo|y
cognosci|agnosci|cognosci|agnosci|unknown
y|i|Symmachus|Simmachus|y
erebant|herebant|aderebant|adherebant|unknown
omicidia|homicidia|omicidia|homicidia|unknown
es|um|sacerdotes|sacerdotum|unknown
|i|maior|maiori|unknown
y|i|Symmachus|Simmachus|y
e|a|Nucerie|Nuceria|unknown
n|s|discensione|discessione|unknown
Wandalorum|Guandalorum|Wandalorum|Guandalorum|unknown
i|s|Geiserici|Gesserici|unknown
a|ia|blasphema|blasphemia|unknown
mue|uma|emoueret|euomerat|unknown
|m|minore|minorem|unknown
us|o|baptizaturus|baptizaturo|unknown
ensem,|iensem|Ticinensem,|Ticiniensem|unknown
e|i|quatenus|quatinus|unknown
picert|ipiscret|respiceret|resipisceret|unknown
t|c|Acatium|Acacium|tc
a|u|decoratam|decoratum|unknown
integrande|dintegrande|reintegrande|redintegrande|unknown
i|u|episcopis|episcopus|unknown
Wandalorum|Guandalorum|Wandalorum|Guandalorum|unknown
Wandalorum|Guandalorum|Wandalorum|Guandalorum|unknown
frequens|sequens|frequens|sequens|unknown
m|n|umquam|unquam|unknown
caruit|decessit|caruit|decessit|unknown
|quam|prius|priusquam|unknown
asumeret|suciperet|assumeret|susciperet|unknown
a|i|ecclesias|ecclesiis|unknown
u|i|ubique|ibique|unknown
n|m|conpetebat|competebat|unknown
it|sit|concesit|concessit|unknown
|i|hi|hii|unknown
machum|achum|Simmachum|Simachum|unknown
m|g|peremit|peregit|unknown
ymachum|iachum|Symmachum|Simachum|unknown
h|t|Athanaricum|Attanaricum|unknown
municauit|unicauit|excommunicauit|excomunicauit|unknown
o|a|dialogorum|dialagorum|unknown
d|m|administrasset|amministrasset|unknown
a|o|Langobardorum|Longobardorum|unknown
a|o|Langobardos|Longobardos|unknown
berto|rico|Theodeberto|Theoderico|unknown
g|c|Guisegardam|Guisecardam|unknown
o|co|Guaco|Guacco|unknown
d|m|admonet|ammonet|unknown
b|p|obtinuere|optinuere|unknown
y|i|Cymbri|Cimbri|y
Wandalorum|Guandalorum|Wandalorum|Guandalorum|unknown
Wandalis|Guandalis|Wandalis|Guandalis|unknown
uit|runt|dimicauit|dimicarunt|unknown
d|t|reliquid|reliquit|unknown
hoc|oc|Guidehoc|Guideoc|unknown
hoc|oc|Guidehoc|Guideoc|unknown
o|us|filio|filius|unknown
